iter	Passed	Remaining
202	546	2145
203	548	2141
204	551	2139
205	555	2141
206	558	2139
207	561	2136
208	563	2132
209	566	2129
210	569	2129
211	572	2129
212	575	2128
213	579	2127
214	582	2125
215	584	2122
216	588	2122
217	591	2121
218	594	2119
219	596	2115
220	598	2111
221	602	2111
222	605	2108
223	606	2101
224	609	2097
225	611	2093
226	613	2087
227	615	2085
228	618	2083
229	625	2094
230	633	2107
231	637	2109
232	641	2110
233	646	2116
234	651	2120
235	655	2120
236	662	2133
237	667	2135
238	670	2133
239	673	2131
240	676	2131
241	680	2132
242	684	2133
243	690	2137
244	693	2138
245	697	2139
246	705	2150
247	709	2151
248	713	2152
249	719	2158
250	723	2158
251	727	2158
252	730	2155
253	734	2158
254	737	2156
255	740	2152
256	743	2149
257	748	2152
258	753	2155
259	759	2161
260	766	2171
261	771	2172
262	777	2178
263	782	2182
264	787	2183
265	791	2183
266	794	2182
267	798	2180
268	800	2176
269	803	2172
270	806	2170
271	809	2166
272	812	2162
273	814	2157
274	816	2153
275	820	2152
276	823	2148
277	825	2144
278	827	2138
279	829	2131
280	831	2127
281	833	2122
282	836	2120
283	839	2115
284	841	2111
285	843	2105
286	845	2101
287	848	2098
288	851	2095
289	854	2091
290	855	2085
291	858	2080
292	860	2076
293	862	2071
294	866	2069
295	868	2066
296	871	2061
297	873	2057
298	875	2052
299	877	2048
300	880	2045
301	883	2041
302	885	2037
303	887	2032
304	890	2029
305	893	2025
306	896	2023
307	898	2019
308	900	2014
309	904	2012
310	907	2009
311	909	2005
312	911	2001
313	913	1995
314	916	1992
315	919	1990
316	921	1986
317	924	1982
318	926	1978
319	930	1976
320	932	1973
321	936	1971
322	938	1968
323	941	1964
324	943	1960
325	946	1956
326	950	1955
327	953	1953
328	956	1950
329	959	1947
330	973	1967
331	977	1966
332	981	1965
333	984	1962
334	986	1958
335	989	1955
336	992	1952
337	995	1950
338	998	1947
339	1001	1943
340	1004	1941
341	1007	1938
342	1010	1935
343	1012	1931
344	1014	1926
345	1017	1922
346	1019	1918
347	1022	1915
348	1025	1912
349	1027	1908
350	1030	1904
351	1032	1900
352	1034	1896
353	1037	1893
354	1040	1890
355	1042	1886
356	1045	1882
357	1047	1878
358	1049	1874
359	1051	1869
360	1054	1867
361	1057	1863
362	1059	1859
363	1062	1855
364	1064	1852
365	1067	1849
366	1070	1846
367	1073	1843
368	1075	1839
369	1078	1836
370	1081	1832
371	1084	1830
372	1086	1827
373	1089	1823
374	1090	1818
375	1093	1814
376	1095	1810
377	1098	1807
378	1100	1803
379	1103	1799
380	1105	1796
381	1107	1792
382	1110	1788
383	1113	1785
384	1115	1782
385	1118	1778
386	1121	1776
387	1125	1774
388	1128	1772
389	1131	1769
390	1133	1765
391	1135	1761
392	1137	1757
393	1140	1754
394	1144	1753
395	1148	1751
396	1151	1748
397	1154	1745
398	1158	1745
399	1161	1742
400	1164	1738
401	1166	1735
402	1169	1731
403	1172	1729
404	1175	1727
405	1178	1724
406	1180	1720
407	1183	1716
408	1186	1714
409	1189	1711
410	1192	1708
411	1194	1704
412	1196	1700
413	1198	1696
414	1202	1694
415	1204	1691
416	1207	1688
417	1209	1683
418	1211	1680
419	1214	1676
420	1217	1674
421	1220	1671
422	1221	1666
423	1224	1663
424	1225	1658
425	1228	1655
426	1231	1652
427	1234	1649
428	1236	1645
429	1238	1642
430	1241	1638
431	1243	1635
432	1246	1632
433	1248	1628
434	1250	1624
435	1253	1621
436	1255	1617
437	1258	1614
438	1260	1611
439	1263	1608
440	1266	1605
441	1268	1601
442	1271	1598
443	1273	1594
444	1277	1592
445	1280	1590
446	1282	1586
447	1286	1584
448	1288	1581
449	1291	1578
450	1294	1576
451	1297	1573
452	1299	1569
453	1303	1567
454	1307	1565
455	1310	1563
456	1313	1560
457	1315	1557
458	1318	1553
459	1322	1552
460	1325	1549
461	1328	1547
462	1331	1544
463	1335	1542
464	1338	1540
465	1340	1536
466	1343	1533
467	1345	1529
468	1348	1526
469	1351	1524
470	1354	1521
471	1357	1518
472	1359	1514
473	1362	1511
474	1365	1509
475	1368	1507
476	1370	1502
477	1373	1500
478	1376	1497
479	1379	1494
480	1383	1492
481	1385	1489
482	1388	1486
483	1391	1483
484	1394	1480
485	1397	1477
486	1399	1474
487	1402	1471
488	1404	1467
489	1407	1464
490	1410	1462
491	1413	1459
492	1416	1456
493	1418	1453
494	1421	1449
495	1424	1447
496	1427	1444
497	1429	1441
498	1432	1438
499	1434	1434
500	1437	1431
501	1440	1429
502	1443	1426
503	1445	1422
504	1448	1419
505	1451	1416
506	1454	1414
507	1457	1411
508	1460	1408
509	1462	1405
510	1465	1402
511	1468	1399
512	1471	1396
513	1474	1394
514	1476	1390
515	1479	1387
516	1482	1384
517	1485	1382
518	1488	1379
519	1490	1376
520	1494	1373
521	1498	1372
522	1501	1369
523	1503	1366
524	1506	1362
525	1508	1359
526	1512	1357
527	1516	1355
528	1519	1352
529	1523	1350
530	1526	1348
531	1530	1346
532	1533	1343
533	1535	1340
534	1538	1336
535	1540	1333
536	1543	1330
537	1547	1328
538	1548	1324
539	1550	1321
540	1553	1317
541	1555	1314
542	1558	1311
543	1561	1308
544	1563	1305
545	1566	1302
546	1568	1298
547	1570	1295
548	1573	1292
549	1576	1289
550	1578	1285
551	1580	1282
552	1582	1279
553	1585	1276
554	1588	1273
555	1591	1270
556	1593	1267
557	1595	1264
558	1598	1260
559	1600	1257
560	1603	1254
561	1606	1251
562	1608	1248
563	1610	1245
564	1613	1242
565	1615	1238
566	1618	1236
567	1621	1233
568	1623	1229
569	1626	1226
570	1628	1223
571	1631	1220
572	1634	1217
573	1637	1214
574	1639	1211
575	1641	1208
576	1644	1205
577	1646	1202
578	1649	1199
579	1652	1196
580	1655	1193
581	1658	1190
582	1660	1187
583	1663	1185
584	1666	1182
585	1669	1179
586	1672	1176
587	1674	1173
588	1677	1170
589	1681	1168
590	1684	1165
591	1686	1162
592	1689	1159
593	1691	1156
594	1695	1153
595	1698	1151
596	1701	1148
597	1705	1146
598	1708	1143
599	1711	1141
600	1714	1138
601	1717	1135
602	1719	1132
603	1722	1129
604	1725	1126
605	1728	1123
606	1729	1120
607	1732	1116
608	1734	1113
609	1737	1110
610	1739	1107
611	1742	1104
612	1744	1101
613	1746	1098
614	1749	1095
615	1752	1092
616	1755	1089
617	1757	1086
618	1759	1083
619	1762	1080
620	1764	1077
621	1767	1074
622	1769	1070
623	1772	1067
624	1774	1064
625	1776	1061
626	1779	1058
627	1782	1056
628	1785	1053
629	1788	1050
630	1790	1047
631	1793	1044
632	1795	1041
633	1798	1038
634	1801	1035
635	1803	1032
636	1805	1029
637	1808	1025
638	1810	1022
639	1813	1020
640	1816	1017
641	1818	1014
642	1821	1011
643	1823	1008
644	1826	1005
645	1829	1002
646	1831	999
647	1834	996
648	1836	993
649	1838	990
650	1841	987
651	1843	984
652	1846	981
653	1848	977
654	1850	974
655	1853	971
656	1855	968
657	1858	966
658	1861	963
659	1864	960
660	1867	957
661	1870	955
662	1873	952
663	1876	949
664	1878	946
665	1880	943
666	1883	940
667	1887	938
668	1891	935
669	1894	933
670	1897	930
671	1902	928
672	1904	925
673	1906	922
674	1909	919
675	1911	916
676	1914	913
677	1917	910
678	1920	907
679	1922	904
680	1924	901
681	1927	898
682	1930	895
683	1932	893
684	1935	890
685	1937	886
686	1940	883
687	1942	880
688	1945	878
689	1948	875
690	1950	872
691	1952	869
692	1955	866
693	1957	863
694	1960	860
695	1963	857
696	1965	854
697	1967	851
698	1970	848
699	1972	845
700	1975	842
701	1977	839
702	1979	836
703	1982	833
704	1984	830
705	1986	827
706	1989	824
707	1992	821
708	1994	818
709	1997	815
710	1999	812
711	2002	809
712	2004	807
713	2006	803
714	2009	801
715	2011	798
716	2014	795
717	2016	792
718	2019	789
719	2022	786
720	2025	783
721	2028	781
722	2031	778
723	2034	775
724	2037	772
725	2040	770
726	2043	767
727	2045	764
728	2047	761
729	2052	758
730	2056	756
731	2058	753
732	2060	750
733	2063	747
734	2066	744
735	2069	742
736	2072	739
737	2075	736
738	2088	737
739	2093	735
740	2096	732
741	2099	730
742	2102	727
743	2104	724
744	2106	721
745	2109	718
746	2113	715
747	2115	712
748	2118	709
749	2119	706
750	2121	703
751	2123	700
752	2125	697
753	2128	694
754	2130	691
755	2133	688
756	2136	685
757	2139	683
758	2141	680
759	2144	677
760	2147	674
761	2149	671
762	2151	668
763	2153	665
764	2155	662
765	2158	659
766	2160	656
767	2163	653
768	2165	650
769	2168	647
770	2171	644
771	2173	641
772	2175	638
773	2178	636
774	2181	633
775	2184	630
776	2186	627
777	2188	624
778	2190	621
779	2193	618
780	2196	616
781	2199	613
782	2201	610
783	2204	607
784	2206	604
785	2210	601
786	2213	599
787	2216	596
788	2218	593
789	2221	590
790	2224	587
791	2227	585
792	2230	582
793	2232	579
794	2234	576
795	2239	573
796	2243	571
797	2245	568
798	2248	565
799	2250	562
800	2255	560
801	2259	557
802	2263	555
803	2267	552
804	2270	550
805	2274	547
806	2276	544
807	2279	541
808	2281	538
809	2285	536
810	2288	533
811	2290	530
812	2293	527
813	2295	524
814	2298	521
815	2301	518
816	2303	516
817	2306	513
818	2308	510
819	2311	507
820	2313	504
821	2316	501
822	2319	498
823	2321	495
824	2323	492
825	2326	490
826	2329	487
827	2331	484
828	2334	481
829	2337	478
830	2339	475
831	2342	473
832	2346	470
833	2349	467
834	2351	464
835	2354	461
836	2356	458
837	2359	456
838	2362	453
839	2364	450
840	2366	447
841	2369	444
842	2371	441
843	2374	438
844	2377	436
845	2379	433
846	2381	430
847	2384	427
848	2386	424
849	2389	421
850	2392	418
851	2394	415
852	2397	413
853	2400	410
854	2403	407
855	2406	404
856	2408	401
857	2411	399
858	2413	396
859	2416	393
860	2419	390
861	2421	387
862	2424	384
863	2427	382
864	2431	379
865	2434	376
866	2436	373
867	2438	370
868	2441	367
869	2443	365
870	2445	362
871	2449	359
872	2452	356
873	2455	353
874	2457	351
875	2460	348
876	2464	345
877	2466	342
878	2469	339
879	2472	337
880	2474	334
881	2477	331
882	2480	328
883	2482	325
884	2485	322
885	2487	320
886	2489	317
887	2492	314
888	2495	311
889	2497	308
890	2499	305
891	2502	302
892	2504	300
893	2508	297
894	2510	294
895	2512	291
896	2515	288
897	2517	285
898	2520	283
899	2522	280
900	2525	277
901	2528	274
902	2530	271
903	2533	269
904	2536	266
905	2538	263
906	2541	260
907	2543	257
908	2545	254
909	2548	252
910	2550	249
911	2553	246
912	2556	243
913	2558	240
914	2560	237
915	2562	235
916	2565	232
917	2568	229
918	2570	226
919	2573	223
920	2575	220
921	2577	218
922	2579	215
923	2582	212
924	2585	209
925	2587	206
926	2590	203
927	2592	201
928	2594	198
929	2597	195
930	2599	192
931	2601	189
932	2604	187
933	2607	184
934	2610	181
935	2613	178
936	2616	175
937	2618	173
938	2621	170
939	2624	167
940	2628	164
941	2632	162
942	2635	159
943	2638	156
944	2641	153
945	2644	150
946	2647	148
947	2649	145
948	2652	142
949	2654	139
950	2657	136
951	2660	134
952	2663	131
953	2665	128
954	2667	125
955	2669	122
956	2672	120
957	2675	117
958	2678	114
959	2680	111
960	2682	108
961	2685	106
962	2687	103
963	2690	100
964	2692	97
965	2694	94
966	2697	92
967	2699	89
968	2702	86
969	2705	83
970	2707	80
971	2710	78
972	2712	75
973	2714	72
974	2717	69
975	2720	66
976	2723	64
977	2725	61
978	2727	58
979	2730	55
980	2733	52
981	2736	50
982	2738	47
983	2741	44
984	2743	41
985	2745	38
986	2748	36
987	2751	33
988	2753	30
989	2756	27
990	2758	25
991	2760	22
992	2763	19
993	2766	16
994	2768	13
995	2771	11
996	2773	8
997	2775	5
998	2778	2
999	2780	0
