iter	Passed	Remaining
895	2006	232
896	2008	230
897	2010	228
898	2012	226
899	2014	223
900	2017	221
901	2019	219
902	2021	217
903	2023	214
904	2026	212
905	2029	210
906	2032	208
907	2034	206
908	2037	203
909	2039	201
910	2041	199
911	2044	197
912	2047	195
913	2050	192
914	2052	190
915	2054	188
916	2057	186
917	2059	183
918	2061	181
919	2064	179
920	2066	177
921	2068	175
922	2071	172
923	2073	170
924	2075	168
925	2078	166
926	2080	163
927	2082	161
928	2084	159
929	2086	157
930	2089	154
931	2091	152
932	2094	150
933	2096	148
934	2098	145
935	2100	143
936	2103	141
937	2105	139
938	2108	136
939	2111	134
940	2113	132
941	2115	130
942	2119	128
943	2122	125
944	2125	123
945	2127	121
946	2129	119
947	2131	116
948	2133	114
949	2135	112
950	2138	110
951	2140	107
952	2142	105
953	2145	103
954	2147	101
955	2149	98
956	2151	96
957	2153	94
958	2155	92
959	2158	89
960	2160	87
961	2162	85
962	2164	83
963	2166	80
964	2168	78
965	2171	76
966	2173	74
967	2176	71
968	2178	69
969	2180	67
970	2183	65
971	2185	62
972	2188	60
973	2190	58
974	2192	56
975	2194	53
976	2196	51
977	2199	49
978	2202	47
979	2204	44
980	2207	42
981	2209	40
982	2211	38
983	2214	36
984	2217	33
985	2219	31
986	2221	29
987	2223	27
988	2225	24
989	2227	22
990	2229	20
991	2232	18
992	2234	15
993	2237	13
994	2239	11
995	2241	9
996	2244	6
997	2246	4
998	2249	2
999	2251	0
